GEO.id,GEO.id2,GEO.display-label,GEO.annotation.id,NAICS.id,NAICS.display-label,NAICS.annotation.id,OPTAX.id,OPTAX.display-label,YEAR.id,ESTAB,RCPTOT,OPEX,PAYANN,PAYQTR1,EMP,ADMIN_PCT,IMPUT_PCT
Geographic identifier code,Id2,Geographic area name,Id,2012 NAICS code,Meaning of 2012 NAICS code,Id,Type of operation or tax status code,Meaning of Type of operation or tax status code,Year,Number of establishments,"Receipts/Revenue ($1,000)","Operating expenses ($1,000)","Annual payroll ($1,000)","First-quarter payroll ($1,000)",Number of paid employees for pay period including March 12,Percent of receipts/revenue from administrative records (%),Percent of receipts/revenue estimated (%)
0400000US02,02,Alaska,,611692,Automobile driving schools,,T,Establishments subject to federal income tax,2012,3,960,,533,78,14,57.2,0.0
0400000US02,02,Alaska,,611699,All other miscellaneous schools and instruction,,A,All establishments,2012,20,,,,,,,
0400000US02,02,Alaska,,611699,All other miscellaneous schools and instruction,,T,Establishments subject to federal income tax,2012,14,4306,,1689,407,75,29.4,6.6
0400000US02,02,Alaska,,611699,All other miscellaneous schools and instruction,,Y,Establishments exempt from federal income tax,2012,6,,,,,,,
0400000US02,02,Alaska,,6117,Educational support services,,A,All establishments,2012,18,,,,,,,
0400000US02,02,Alaska,,6117,Educational support services,,T,Establishments subject to federal income tax,2012,6,,,,,,,
0400000US02,02,Alaska,,6117,Educational support services,,Y,Establishments exempt from federal income tax,2012,12,11137,11623,4479,1092,187,2.0,0.1
0400000US02,02,Alaska,,61171,Educational support services,,A,All establishments,2012,18,,,,,,,
0400000US02,02,Alaska,,61171,Educational support services,,T,Establishments subject to federal income tax,2012,6,,,,,,,
0400000US02,02,Alaska,,61171,Educational support services,,Y,Establishments exempt from federal income tax,2012,12,11137,11623,4479,1092,187,2.0,0.1
0400000US02,02,Alaska,,611710,Educational support services,,A,All establishments,2012,18,,,,,,,
0400000US02,02,Alaska,,611710,Educational support services,,T,Establishments subject to federal income tax,2012,6,,,,,,,
0400000US02,02,Alaska,,611710,Educational support services,,Y,Establishments exempt from federal income tax,2012,12,11137,11623,4479,1092,187,2.0,0.1
